SSA,PC-S,CB,VB,Fe2+/Fe3+,Light,Dose,pH,C,Time,EHOMO,Hardness,remove
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,2,-6.059521,7.2078,0.145062037
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,5,-6.059521,7.2078,0.160742135
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,10,-6.059521,7.2078,0.197579995
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,15,-6.059521,7.2078,0.231752007
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,20,-6.059521,7.2078,0.239626628
59.916,0.184,-0.25,2.1,1.23,2,20,4.8,10,30,-6.059521,7.2078,0.278607921
59.916,0.184,-0.25,2.1,1.23,3,20,5.1,5,5,-6.187815,7.034,0.208372242
59.916,0.184,-0.25,2.1,1.23,3,20,5.1,5,10,-6.187815,7.034,0.289722299
59.916,0.184,-0.25,2.1,1.23,3,20,5.1,5,15,-6.187815,7.034,0.351210156
59.916,0.184,-0.25,2.1,1.23,3,20,5.1,5,30,-6.187815,7.034,0.467867989
59.916,0.184,-0.25,2.1,1.23,3,20,5.1,5,60,-6.187815,7.034,0.585047405
59.916,0.184,-0.25,2.1,1.23,1,20,5.1,5,5,-6.187815,7.034,0.131138948
59.916,0.184,-0.25,2.1,1.23,1,20,5.1,5,10,-6.187815,7.034,0.210283246
59.916,0.184,-0.25,2.1,1.23,1,20,5.1,5,15,-6.187815,7.034,0.238996439
59.916,0.184,-0.25,2.1,1.23,1,20,5.1,5,60,-6.187815,7.034,0.290566311
59.916,0.184,-0.25,2.1,1.23,3,30,4.9,10,5,-6.302726,7.2129,0.097012655
59.916,0.184,-0.25,2.1,1.23,3,30,4.9,10,15,-6.302726,7.2129,0.238587543
59.916,0.184,-0.25,2.1,1.23,3,30,4.9,10,25,-6.302726,7.2129,0.309439576
59.916,0.184,-0.25,2.1,1.23,3,30,4.9,10,40,-6.302726,7.2129,0.400060005
59.916,0.184,-0.25,2.1,1.23,3,30,4.9,10,60,-6.302726,7.2129,0.469274395
59.916,0.184,-0.25,2.1,1.23,1,30,4.9,10,5,-6.302726,7.2129,0.146916015
59.916,0.184,-0.25,2.1,1.23,1,30,4.9,10,15,-6.302726,7.2129,0.213623484
59.916,0.184,-0.25,2.1,1.23,1,30,4.9,10,25,-6.302726,7.2129,0.241278477
59.916,0.184,-0.25,2.1,1.23,1,30,4.9,10,40,-6.302726,7.2129,0.246460388
59.916,0.184,-0.25,2.1,1.23,1,30,4.9,10,60,-6.302726,7.2129,0.280358155
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,2,-6.059521,7.2078,0.012100784
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,5,-6.059521,7.2078,0.033394934
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,10,-6.059521,7.2078,0.055759092
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,15,-6.059521,7.2078,0.086478726
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,20,-6.059521,7.2078,0.109190693
15.63,0.14,-0.03,2.29,1.26,2,20,4.8,10,30,-6.059521,7.2078,0.130270619
15.63,0.14,-0.03,2.29,1.26,2,20,6,10,5,-5.943586,6.9214,0.127540416
15.63,0.14,-0.03,2.29,1.26,2,20,6,10,15,-5.943586,6.9214,0.19131959
15.63,0.14,-0.03,2.29,1.26,2,20,6,10,30,-5.943586,6.9214,0.225976765
15.63,0.14,-0.03,2.29,1.26,2,20,6,10,60,-5.943586,6.9214,0.314659152
15.63,0.14,-0.03,2.29,1.26,3,20,4,10,5,-5.943586,6.9214,0.139207064
15.63,0.14,-0.03,2.29,1.26,3,20,4,10,15,-5.943586,6.9214,0.251693322
15.63,0.14,-0.03,2.29,1.26,3,20,4,10,30,-5.943586,6.9214,0.332564985
15.63,0.14,-0.03,2.29,1.26,3,20,4,10,60,-5.943586,6.9214,0.421575233
15.63,0.14,-0.03,2.29,1.26,3,20,8,10,5,-5.943586,6.9214,0.422380952
15.63,0.14,-0.03,2.29,1.26,3,20,8,10,15,-5.943586,6.9214,0.61797619
15.63,0.14,-0.03,2.29,1.26,3,20,8,10,30,-5.943586,6.9214,0.739761905
15.63,0.14,-0.03,2.29,1.26,3,20,8,10,60,-5.943586,6.9214,0.86547619
15.63,0.14,-0.03,2.29,1.26,3,40,5.2,5,5,-6.302726,7.2129,0.053241674
15.63,0.14,-0.03,2.29,1.26,3,40,5.2,5,15,-6.302726,7.2129,0.106649948
15.63,0.14,-0.03,2.29,1.26,3,40,5.2,5,30,-6.302726,7.2129,0.144187433
15.63,0.14,-0.03,2.29,1.26,3,40,5.2,5,45,-6.302726,7.2129,0.162224015
15.63,0.14,-0.03,2.29,1.26,3,40,5.2,5,60,-6.302726,7.2129,0.190405626
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,2,-6.059521,7.2078,0.055053468
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,5,-6.059521,7.2078,0.055846443
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,10,-6.059521,7.2078,0.094702226
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,15,-6.059521,7.2078,0.147201847
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,20,-6.059521,7.2078,0.160379229
33.3,0.145,-0.45,1.94,0.96,2,20,4.8,10,30,-6.059521,7.2078,0.199701468
33.3,0.145,-0.45,1.94,0.96,2,20,4,10,5,-6.059521,7.2078,0.03637748
33.3,0.145,-0.45,1.94,0.96,2,20,4,10,10,-6.059521,7.2078,0.043301832
33.3,0.145,-0.45,1.94,0.96,2,20,4,10,15,-6.059521,7.2078,0.049715591
33.3,0.145,-0.45,1.94,0.96,2,20,4,10,20,-6.059521,7.2078,0.066950329
33.3,0.145,-0.45,1.94,0.96,2,20,4,10,30,-6.059521,7.2078,0.072799749
33.3,0.145,-0.45,1.94,0.96,2,20,5,10,5,-6.059521,7.2078,0.026515837
33.3,0.145,-0.45,1.94,0.96,2,20,5,10,10,-6.059521,7.2078,0.053375566
33.3,0.145,-0.45,1.94,0.96,2,20,5,10,15,-6.059521,7.2078,0.086515837
33.3,0.145,-0.45,1.94,0.96,2,20,5,10,20,-6.059521,7.2078,0.091791855
33.3,0.145,-0.45,1.94,0.96,2,20,5,10,30,-6.059521,7.2078,0.12038009
33.3,0.145,-0.45,1.94,0.96,2,20,6,10,5,-6.059521,7.2078,0.077615337
33.3,0.145,-0.45,1.94,0.96,2,20,6,10,10,-6.059521,7.2078,0.083035815
33.3,0.145,-0.45,1.94,0.96,2,20,6,10,15,-6.059521,7.2078,0.091826718
33.3,0.145,-0.45,1.94,0.96,2,20,6,10,20,-6.059521,7.2078,0.147586411
33.3,0.145,-0.45,1.94,0.96,2,20,6,10,30,-6.059521,7.2078,0.176452193
33.3,0.145,-0.45,1.94,0.96,2,20,7,10,5,-6.059521,7.2078,0.038357122
33.3,0.145,-0.45,1.94,0.96,2,20,7,10,10,-6.059521,7.2078,0.073704941
33.3,0.145,-0.45,1.94,0.96,2,20,7,10,15,-6.059521,7.2078,0.121651344
33.3,0.145,-0.45,1.94,0.96,2,20,7,10,20,-6.059521,7.2078,0.143958845
33.3,0.145,-0.45,1.94,0.96,2,20,7,10,30,-6.059521,7.2078,0.209362893
33.3,0.145,-0.45,1.94,0.96,2,20,8,10,5,-6.059521,7.2078,0.122270634
33.3,0.145,-0.45,1.94,0.96,2,20,8,10,10,-6.059521,7.2078,0.157189095
33.3,0.145,-0.45,1.94,0.96,2,20,8,10,15,-6.059521,7.2078,0.190663513
33.3,0.145,-0.45,1.94,0.96,2,20,8,10,20,-6.059521,7.2078,0.21456492
33.3,0.145,-0.45,1.94,0.96,2,20,8,10,30,-6.059521,7.2078,0.239897921
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,2,-6.059521,7.2078,0.016923252
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,5,-6.059521,7.2078,0.047448251
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,10,-6.059521,7.2078,0.062982281
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,15,-6.059521,7.2078,0.07745545
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,20,-6.059521,7.2078,0.080865359
33.3,0.145,-0.45,1.94,0.96,1,20,4.8,10,30,-6.059521,7.2078,0.082469279
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,2,-6.059521,7.2078,0.043498547
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,5,-6.059521,7.2078,0.052448516
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,10,-6.059521,7.2078,0.094982079
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,15,-6.059521,7.2078,0.114122712
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,20,-6.059521,7.2078,0.11607389
33.3,0.145,-0.45,1.94,0.96,2,10,4.8,10,30,-6.059521,7.2078,0.136476427
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,2,-6.059521,7.2078,0.145006617
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,5,-6.059521,7.2078,0.192157787
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,10,-6.059521,7.2078,0.19939996
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,15,-6.059521,7.2078,0.220346972
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,20,-6.059521,7.2078,0.283586825
33.3,0.145,-0.45,1.94,0.96,2,30,4.8,10,30,-6.059521,7.2078,0.332315139
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,2,-6.059521,7.2078,0.233144622
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,5,-6.059521,7.2078,0.382003774
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,10,-6.059521,7.2078,0.416658089
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,15,-6.059521,7.2078,0.451055069
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,20,-6.059521,7.2078,0.483067422
33.3,0.145,-0.45,1.94,0.96,2,20,5.2,5,30,-6.059521,7.2078,0.52652256
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,2,-6.059521,7.2078,0.016628182
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,5,-6.059521,7.2078,0.031617644
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,10,-6.059521,7.2078,0.053937527
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,15,-6.059521,7.2078,0.079118597
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,20,-6.059521,7.2078,0.104934999
33.3,0.145,-0.45,1.94,0.96,2,20,4.6,20,30,-6.059521,7.2078,0.121966288
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,2,-5.943586,6.9214,0.227164211
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,5,-5.943586,6.9214,0.233784558
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,10,-5.943586,6.9214,0.315326325
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,15,-5.943586,6.9214,0.336333802
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,30,-5.943586,6.9214,0.400679042
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,45,-5.943586,6.9214,0.425119525
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,60,-5.943586,6.9214,0.480715325
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,120,-5.943586,6.9214,0.525703451
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,240,-5.943586,6.9214,0.612864009
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,360,-5.943586,6.9214,0.668352724
33.3,0.145,-0.45,1.94,0.96,1,30,6,10,480,-5.943586,6.9214,0.684012271
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,5,-5.943586,6.9214,0.233146533
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,10,-5.943586,6.9214,0.278481945
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,15,-5.943586,6.9214,0.319600538
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,30,-5.943586,6.9214,0.376941916
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,60,-5.943586,6.9214,0.448953161
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,120,-5.943586,6.9214,0.508516502
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,240,-5.943586,6.9214,0.572480803
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,360,-5.943586,6.9214,0.584296491
33.3,0.145,-0.45,1.94,0.96,1,30,8,10,480,-5.943586,6.9214,0.609075676
33.3,0.145,-0.45,1.94,0.96,3,25,4.5,15,5,-6.187815,7.034,0.280841855
33.3,0.145,-0.45,1.94,0.96,3,25,4.5,15,10,-6.187815,7.034,0.317780339
33.3,0.145,-0.45,1.94,0.96,3,25,4.5,15,15,-6.187815,7.034,0.356897555
33.3,0.145,-0.45,1.94,0.96,3,25,4.5,15,30,-6.187815,7.034,0.394806325
33.3,0.145,-0.45,1.94,0.96,3,25,4.5,15,60,-6.187815,7.034,0.473493558
33.3,0.145,-0.45,1.94,0.96,1,25,4.5,15,5,-6.187815,7.034,0.214787079
33.3,0.145,-0.45,1.94,0.96,1,25,4.5,15,10,-6.187815,7.034,0.252726745
33.3,0.145,-0.45,1.94,0.96,1,25,4.5,15,15,-6.187815,7.034,0.301390962
33.3,0.145,-0.45,1.94,0.96,1,25,4.5,15,30,-6.187815,7.034,0.318575363
33.3,0.145,-0.45,1.94,0.96,1,25,4.5,15,60,-6.187815,7.034,0.361374872
33.3,0.145,-0.45,1.94,0.96,3,35,4.2,30,2,-6.302726,7.2129,0.135039786
33.3,0.145,-0.45,1.94,0.96,3,35,4.2,30,10,-6.302726,7.2129,0.281486855
33.3,0.145,-0.45,1.94,0.96,3,35,4.2,30,20,-6.302726,7.2129,0.326960217
33.3,0.145,-0.45,1.94,0.96,3,35,4.2,30,30,-6.302726,7.2129,0.343621859
33.3,0.145,-0.45,1.94,0.96,3,35,4.2,30,60,-6.302726,7.2129,0.371878286
33.3,0.145,-0.45,1.94,0.96,1,35,4.2,30,5,-6.302726,7.2129,0.192161024
33.3,0.145,-0.45,1.94,0.96,1,35,4.2,30,10,-6.302726,7.2129,0.224177796
33.3,0.145,-0.45,1.94,0.96,1,35,4.2,30,15,-6.302726,7.2129,0.261300342
33.3,0.145,-0.45,1.94,0.96,1,35,4.2,30,30,-6.302726,7.2129,0.266207682
33.3,0.145,-0.45,1.94,0.96,1,35,4.2,30,45,-6.302726,7.2129,0.278401836
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,2,-6.059521,7.2078,0.031636688
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,5,-6.059521,7.2078,0.052676757
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,10,-6.059521,7.2078,0.091834432
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,15,-6.059521,7.2078,0.113686482
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,20,-6.059521,7.2078,0.141239703
41.7,0.107,-0.38,1.73,1.234,2,20,4.8,10,30,-6.059521,7.2078,0.163391901
41.7,0.107,-0.38,1.73,1.234,2,20,4,10,5,-6.059521,7.2078,0.049931553
41.7,0.107,-0.38,1.73,1.234,2,20,4,10,10,-6.059521,7.2078,0.051002141
41.7,0.107,-0.38,1.73,1.234,2,20,4,10,15,-6.059521,7.2078,0.068912563
41.7,0.107,-0.38,1.73,1.234,2,20,4,10,20,-6.059521,7.2078,0.070676401
41.7,0.107,-0.38,1.73,1.234,2,20,4,10,30,-6.059521,7.2078,0.08782337
41.7,0.107,-0.38,1.73,1.234,2,20,5,10,5,-6.059521,7.2078,0.060182013
41.7,0.107,-0.38,1.73,1.234,2,20,5,10,10,-6.059521,7.2078,0.086833922
41.7,0.107,-0.38,1.73,1.234,2,20,5,10,15,-6.059521,7.2078,0.117359757
41.7,0.107,-0.38,1.73,1.234,2,20,5,10,20,-6.059521,7.2078,0.119942374
41.7,0.107,-0.38,1.73,1.234,2,20,5,10,30,-6.059521,7.2078,0.149493139
41.7,0.107,-0.38,1.73,1.234,2,20,6,10,5,-6.059521,7.2078,0.071003978
41.7,0.107,-0.38,1.73,1.234,2,20,6,10,10,-6.059521,7.2078,0.10910605
41.7,0.107,-0.38,1.73,1.234,2,20,6,10,15,-6.059521,7.2078,0.129835845
41.7,0.107,-0.38,1.73,1.234,2,20,6,10,20,-6.059521,7.2078,0.165351122
41.7,0.107,-0.38,1.73,1.234,2,20,6,10,30,-6.059521,7.2078,0.202000337
41.7,0.107,-0.38,1.73,1.234,2,20,7,10,5,-6.059521,7.2078,0.084403622
41.7,0.107,-0.38,1.73,1.234,2,20,7,10,10,-6.059521,7.2078,0.11472676
41.7,0.107,-0.38,1.73,1.234,2,20,7,10,15,-6.059521,7.2078,0.152436416
41.7,0.107,-0.38,1.73,1.234,2,20,7,10,20,-6.059521,7.2078,0.189342809
41.7,0.107,-0.38,1.73,1.234,2,20,7,10,30,-6.059521,7.2078,0.223324282
41.7,0.107,-0.38,1.73,1.234,2,20,8,10,5,-6.059521,7.2078,0.104536389
41.7,0.107,-0.38,1.73,1.234,2,20,8,10,10,-6.059521,7.2078,0.152682326
41.7,0.107,-0.38,1.73,1.234,2,20,8,10,15,-6.059521,7.2078,0.168320228
41.7,0.107,-0.38,1.73,1.234,2,20,8,10,20,-6.059521,7.2078,0.174773562
41.7,0.107,-0.38,1.73,1.234,2,20,8,10,30,-6.059521,7.2078,0.204207371
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,2,-6.059521,7.2078,0.016920084
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,5,-6.059521,7.2078,0.032278708
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,10,-6.059521,7.2078,0.040418778
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,15,-6.059521,7.2078,0.040853939
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,20,-6.059521,7.2078,0.051924948
41.7,0.107,-0.38,1.73,1.234,1,20,4.8,10,30,-6.059521,7.2078,0.062023243
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,2,-6.059521,7.2078,0.006882612
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,5,-6.059521,7.2078,0.024132314
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,10,-6.059521,7.2078,0.042216794
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,15,-6.059521,7.2078,0.055403758
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,20,-6.059521,7.2078,0.065875504
41.7,0.107,-0.38,1.73,1.234,2,10,4.8,10,30,-6.059521,7.2078,0.085088642
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,2,-6.059521,7.2078,0.069689729
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,5,-6.059521,7.2078,0.094405776
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,10,-6.059521,7.2078,0.10250883
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,15,-6.059521,7.2078,0.175410347
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,20,-6.059521,7.2078,0.201736616
41.7,0.107,-0.38,1.73,1.234,2,30,4.8,10,30,-6.059521,7.2078,0.256813145
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,2,-6.059521,7.2078,0.099440802
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,5,-6.059521,7.2078,0.115151616
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,10,-6.059521,7.2078,0.167476617
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,15,-6.059521,7.2078,0.265785707
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,20,-6.059521,7.2078,0.284958227
41.7,0.107,-0.38,1.73,1.234,2,20,5.2,5,30,-6.059521,7.2078,0.359052025
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,2,-6.059521,7.2078,0.008610653
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,5,-6.059521,7.2078,0.021139977
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,10,-6.059521,7.2078,0.040676862
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,15,-6.059521,7.2078,0.051950647
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,20,-6.059521,7.2078,0.068337823
41.7,0.107,-0.38,1.73,1.234,2,20,4.6,20,30,-6.059521,7.2078,0.086706056
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,2,-5.943586,6.9214,0.07979654
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,5,-5.943586,6.9214,0.107347475
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,10,-5.943586,6.9214,0.133713423
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,15,-5.943586,6.9214,0.150521226
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,30,-5.943586,6.9214,0.171174646
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,45,-5.943586,6.9214,0.176864817
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,60,-5.943586,6.9214,0.191878371
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,120,-5.943586,6.9214,0.260836757
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,240,-5.943586,6.9214,0.390156787
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,360,-5.943586,6.9214,0.464235209
41.7,0.107,-0.38,1.73,1.234,1,30,6,10,480,-5.943586,6.9214,0.570079092
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,2,-5.943586,6.9214,0.13025659
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,5,-5.943586,6.9214,0.159903086
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,10,-5.943586,6.9214,0.169267595
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,15,-5.943586,6.9214,0.175870625
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,30,-5.943586,6.9214,0.178853957
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,45,-5.943586,6.9214,0.186402779
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,60,-5.943586,6.9214,0.19894912
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,120,-5.943586,6.9214,0.235111072
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,240,-5.943586,6.9214,0.254990221
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,360,-5.943586,6.9214,0.268937735
41.7,0.107,-0.38,1.73,1.234,1,30,4,10,480,-5.943586,6.9214,0.303149721
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,5,-5.943586,6.9214,0.016769994
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,10,-5.943586,6.9214,0.023750775
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,15,-5.943586,6.9214,0.051401116
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,30,-5.943586,6.9214,0.072021079
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,60,-5.943586,6.9214,0.093967762
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,120,-5.943586,6.9214,0.145945443
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,240,-5.943586,6.9214,0.231990081
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,360,-5.943586,6.9214,0.34717297
41.7,0.107,-0.38,1.73,1.234,1,30,8,10,480,-5.943586,6.9214,0.470576565
41.7,0.107,-0.38,1.73,1.234,3,40,4.4,20,5,-6.187815,7.034,0.042425101
41.7,0.107,-0.38,1.73,1.234,3,40,4.4,20,10,-6.187815,7.034,0.060970589
41.7,0.107,-0.38,1.73,1.234,3,40,4.4,20,15,-6.187815,7.034,0.078650666
41.7,0.107,-0.38,1.73,1.234,3,40,4.4,20,30,-6.187815,7.034,0.111693463
41.7,0.107,-0.38,1.73,1.234,3,40,4.4,20,60,-6.187815,7.034,0.195003187
41.7,0.107,-0.38,1.73,1.234,1,40,4.4,20,5,-6.187815,7.034,0.036901837
41.7,0.107,-0.38,1.73,1.234,1,40,4.4,20,10,-6.187815,7.034,0.055543672
41.7,0.107,-0.38,1.73,1.234,1,40,4.4,20,15,-6.187815,7.034,0.059879773
41.7,0.107,-0.38,1.73,1.234,1,40,4.4,20,30,-6.187815,7.034,0.0673525
41.7,0.107,-0.38,1.73,1.234,1,40,4.4,20,60,-6.187815,7.034,0.091557898
41.7,0.107,-0.38,1.73,1.234,3,15,5.2,5,5,-6.302726,7.2129,0.044163181
41.7,0.107,-0.38,1.73,1.234,3,15,5.2,5,10,-6.302726,7.2129,0.074999547
41.7,0.107,-0.38,1.73,1.234,3,15,5.2,5,15,-6.302726,7.2129,0.100693501
41.7,0.107,-0.38,1.73,1.234,3,15,5.2,5,30,-6.302726,7.2129,0.146341463
41.7,0.107,-0.38,1.73,1.234,3,15,5.2,5,45,-6.302726,7.2129,0.233626668
41.7,0.107,-0.38,1.73,1.234,1,15,5.2,5,5,-6.302726,7.2129,0.033769284
41.7,0.107,-0.38,1.73,1.234,1,15,5.2,5,10,-6.302726,7.2129,0.052128217
41.7,0.107,-0.38,1.73,1.234,1,15,5.2,5,15,-6.302726,7.2129,0.086877545
41.7,0.107,-0.38,1.73,1.234,1,15,5.2,5,30,-6.302726,7.2129,0.11233335
41.7,0.107,-0.38,1.73,1.234,1,15,5.2,5,45,-6.302726,7.2129,0.113727379
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,2,-6.059521,7.2078,0.319619205
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,5,-6.059521,7.2078,0.412689215
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,10,-6.059521,7.2078,0.451490066
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,15,-6.059521,7.2078,0.515964995
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,20,-6.059521,7.2078,0.533242668
67.3,0.3,-0.39,1.71,1.082,2,20,4.8,10,30,-6.059521,7.2078,0.616118732
67.3,0.3,-0.39,1.71,1.082,2,20,4,10,5,-6.059521,7.2078,0.286701378
67.3,0.3,-0.39,1.71,1.082,2,20,4,10,10,-6.059521,7.2078,0.30051176
67.3,0.3,-0.39,1.71,1.082,2,20,4,10,15,-6.059521,7.2078,0.395035752
67.3,0.3,-0.39,1.71,1.082,2,20,4,10,20,-6.059521,7.2078,0.396872381
67.3,0.3,-0.39,1.71,1.082,2,20,4,10,30,-6.059521,7.2078,0.492858544
67.3,0.3,-0.39,1.71,1.082,2,20,5,10,5,-6.059521,7.2078,0.369438952
67.3,0.3,-0.39,1.71,1.082,2,20,5,10,10,-6.059521,7.2078,0.461646423
67.3,0.3,-0.39,1.71,1.082,2,20,5,10,15,-6.059521,7.2078,0.535484782
67.3,0.3,-0.39,1.71,1.082,2,20,5,10,20,-6.059521,7.2078,0.545574112
67.3,0.3,-0.39,1.71,1.082,2,20,5,10,30,-6.059521,7.2078,0.576186357
67.3,0.3,-0.39,1.71,1.082,2,20,6,10,5,-6.059521,7.2078,0.377683183
67.3,0.3,-0.39,1.71,1.082,2,20,6,10,10,-6.059521,7.2078,0.459950806
67.3,0.3,-0.39,1.71,1.082,2,20,6,10,15,-6.059521,7.2078,0.504343012
67.3,0.3,-0.39,1.71,1.082,2,20,6,10,20,-6.059521,7.2078,0.545231763
67.3,0.3,-0.39,1.71,1.082,2,20,6,10,30,-6.059521,7.2078,0.602149269
67.3,0.3,-0.39,1.71,1.082,2,20,7,10,5,-6.059521,7.2078,0.370932416
67.3,0.3,-0.39,1.71,1.082,2,20,7,10,10,-6.059521,7.2078,0.456977472
